% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=542054, Mon Mar 28 14:03:40 2022, <python>{}</python>
1 11 0.17946383466864724 1.0000464296492513 2659.2663187652015 2.6592663187652015e+03 2659.282568495272 2659.3271771512045   
2 22 0.17901984718644093 1.1238046715100973 2659.2663187652015 2.6592733510277676e+03 2659.2818103842283 2659.29334804339   
3 33 0.17678253814793665 1.2072133940118885 2659.2586966828862 2.6592586966828862e+03 2659.2771393345074 2659.2852263230097   
4 44 0.19109773409528624 1.2536144952169566 2659.2376892180228 2.6592376892180228e+03 2659.2757735703467 2659.2913388910047   
5 55 0.20332706799314731 1.4043762388626504 2659.235953039105 2.6592359530391050e+03 2659.2566945201165 2659.285530366614   
6 66 0.2205640884865383 1.5170173466813166 2659.221649508699 2.6592216495086991e+03 2659.2426536327357 2659.2744230680664   
7 77 0.24647702350388578 1.6976737474487995 2659.206628774721 2.6592066287747211e+03 2659.2229497800354 2659.2661696786176   
8 88 0.2723467084728253 1.7163931493319018 2659.1816375873946 2.6591816375873946e+03 2659.2061233284194 2659.241100664961   
9 99 0.2941055034847577 1.8271408844235113 2659.1741787320707 2.6591741787320707e+03 2659.207335155778 2659.224711689474   
10 110 0.3343655180498056 1.8693893597949132 2659.1146468408238 2.6591146468408238e+03 2659.1924441554866 2659.232431928868   
11 121 0.3761663415678163 1.9433736877493482 2659.1127766045347 2.6591127766045347e+03 2659.1635897236706 2659.1860477362507   
12 132 0.4490091412003977 2.0085921143997463 2659.0606122962513 2.6590606122962513e+03 2659.1177532958754 2659.1810346430366   
13 143 0.5555362842383976 2.0645728955895444 2658.946942440473 2.6589469424404729e+03 2659.072628525522 2659.1823208760343   
14 154 0.6682995426895086 2.1263089759423925 2658.9196754960476 2.6589196754960476e+03 2658.9807823199408 2659.1723571654343   
15 165 0.8070914186877012 2.1539827935553557 2658.7837953904254 2.6587837953904254e+03 2659.0334283820634 2659.169614655566   
16 176 1.0101300648151126 2.185063064844354 2658.6553227202785 2.6586553227202785e+03 2658.822124833343 2659.090019700295   
