% # columns="iteration, evaluation, void, void, void, xmean", seed=542054, Mon Mar 28 14:03:40 2022, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
20 220 0 0 0 1.53473347611349 -3.4377022358343243 5.161876516028107 0.47365535359314576 8.63056824890424 2.3664139553709824 1.7873368712296818 -1.7605630054073027 2.320350102967145 0.09849066155507118 0.4564470866709285 -0.034814811159110476 2.841101179180789 -2.060118765029564
21 231 0 0 0 0.537801877978783 -4.799687951173072 5.8572105226462305 0.14567647022912794 9.523019897941552 3.1976557648137227 1.504062850968336 -1.8676866869675162 3.3557291706391803 0.023549669160113487 1.121350985616837 0.0003915813212956448 2.877651746825712 -1.1603686908434432
22 242 0 0 0 0.966430680600186 -6.363775179424343 8.495768131807035 -1.0923582783894779 10.06096865475455 3.2707480197139405 1.380376976953637 -2.365557508416178 3.7119511196960273 0.0015343992208648842 2.034348340915317 -0.5636703894762172 2.616991618869997 -1.8572131541471364
23 253 0 0 0 0.19628396816102633 -5.879318671930606 9.632370702110721 -1.465569772416176 10.128537389403803 4.060913291603445 1.3058524706407908 -2.456530869798938 4.534284249781164 -0.8099211046427701 3.2723777370172726 0.43476915328289145 3.486979754153531 -2.1588164257082347
24 264 0 0 0 0.7692265386272332 -3.902290165890852 10.43473190959365 -2.433984398161883 9.872416363488272 4.281414221897722 1.397643761447757 -2.6473341356210796 5.021827386879304 -0.2698189389188165 3.7545111323712024 -0.0643579093898427 3.5385533556515236 -1.866053368329919
25 275 0 0 0 1.8063141123035822 -3.733591299929827 12.624840483433989 -2.6183326789806984 10.068610143079232 4.446617529637398 1.5392518316207198 -3.8648311444148082 3.783359630850949 -1.5109515265933786 3.7836367135120796 -0.22517349719107907 4.774874036375132 -3.453600659111716
26 286 0 0 0 2.6933388223105563 -5.149835643293466 15.772452390062986 -1.4396854794260758 13.848622586064508 1.3021595518115636 3.73492938530553 -3.4196364974477977 3.961468326914894 -0.5650506947223665 5.111340938034477 -0.47392475599268424 4.38803222299115 -4.079515319027023
27 297 0 0 0 3.614748798980072 -7.011495741553665 16.836157610285888 -2.304154677573885 16.48616412534376 -0.5142286478767191 2.67838753816157 -2.799970562073728 3.4083031114834665 -0.5326336969865876 6.6209300372625 0.4758943801989014 4.128468047789834 -4.638797818905707
28 308 0 0 0 4.23121612867652 -7.689826654456889 19.215926464280233 -3.0059252916577406 21.187439354717686 -0.2603325559109422 4.820293544065016 -2.019497865111939 4.155401240547826 -1.7742441469480763 6.947442094114088 0.6829422623662815 2.6515948693957703 -6.966955170293496
29 319 0 0 0 4.863463648300804 -7.572465878531876 21.70730863475674 -2.5844068108470273 24.295164401584817 -3.025362318499617 5.066463806959618 -2.3437703259287397 3.9644533205827845 -0.6725242913124052 9.33455371659481 -0.36821538617646277 0.9342883393566268 -6.985063294702004
30 330 0 0 0 6.020485246440997 -4.739796581906551 25.745933882102936 -3.9743093073090625 28.48869204070354 -1.8758882814868798 5.5803340197935345 -2.5295373312133362 5.746487882992666 2.3424433858491414 11.342216137333848 1.3371238891085864 1.7366626476555278 -6.046160828516037
31 341 0 0 0 4.604609211304431 -4.25755033657747 26.41421950967507 -5.1552234556823535 28.00041702514038 -0.5229371759043981 4.66906812890438 -4.399508630244267 4.380747150038421 2.3197640063742173 10.50022297054328 0.055881641613698685 0.8033682497095277 -4.919693783081354
32 352 0 0 0 4.600480285909204 -6.0523074074407095 29.25667305419855 -6.219106731398648 33.440006721478674 -2.699982499072406 5.231842457309054 -7.099723883025508 3.849896231348519 3.1441243789397033 13.941344788213973 -2.757904508796443 0.14354274072767148 -5.157701208966822
33 363 0 0 0 5.298255883248978 -8.331449019207874 29.22317460145343 -5.362905279719006 32.84028099266995 -5.729648404177287 7.86103749153898 -8.56436514718863 0.13497822297938766 4.654261473286698 15.715314927576081 -1.9040910698824351 1.2503146392261042 -6.418747147763093
34 374 0 0 0 6.44425679487403 -9.637390318931752 32.988705910312866 -5.903245237371232 40.09966572725672 -6.484283991837178 9.490083120300026 -9.14687474614729 -1.6088657999238967 7.956155508058555 18.933801302271448 -0.23863997823401073 -1.9381021311883135 -8.676567279648532
35 385 0 0 0 5.136375050055798 -12.787998907447543 34.13729193304991 -3.8958990833027585 43.25300744086872 -7.862021030417379 10.806478586743317 -12.813290772873744 -1.4781471763917005 8.96020565484328 21.088950936210733 1.8371431278800023 -3.724398192481663 -11.752151885985963
36 396 0 0 0 3.396522442073066 -11.26650177128632 31.82850627146867 -3.6604685037448275 50.09475180858274 -13.862333642054818 8.854454380836616 -12.019113063804943 1.763159979535853 8.014451979107879 23.637096094708784 0.249774624287306 -3.039205344852122 -10.794446240967916
37 407 0 0 0 1.8845980160410716 -14.848799206520479 34.69630711586198 -5.823114866817358 51.6105157389678 -14.921751834710497 9.119194234991879 -10.312358745156184 1.776512278037794 8.01707793932105 23.31590446688524 0.40367064582605106 -2.884781214337291 -14.590128862190488
38 418 0 0 0 5.18599351944763 -14.04665384784862 36.1311288857627 -6.655857623630268 49.93009470243352 -18.040970984019697 3.8812970033902596 -7.932386534579167 -3.6591663922689106 4.457675904551492 22.7830452281135 -1.3780884512480926 -6.313510644994376 -11.666949005500502
39 429 0 0 0 6.806986040208016 -15.047463473910286 38.10939931560357 -12.792330316418145 49.29720763167388 -22.101718096264367 5.0166065125357235 -8.9516231488836 -4.5415308819652 2.5783592333102536 26.902566885992783 -2.7937075340125923 -8.742790871427667 -7.874688311319919
40 440 0 0 0 4.571684265350933 -14.876076294403873 41.37531377121734 -17.225085347711886 52.11560360282208 -21.507439627715033 -0.8424805364591528 -11.435990312825501 -8.18454513806207 5.607250937546096 29.919859975273667 -8.852743466116538 -4.544130694289843 -8.816696675608194
41 451 0 0 0 6.146299031947804 -11.652505694775666 41.96962167903096 -13.296617538199191 55.32470462313586 -18.83453933224329 1.1129460794957513 -16.581840893784786 -5.735949456011718 6.088127190322893 30.20763630839657 -7.739232198453377 -3.5480642848419843 -4.241641510546504
42 462 0 0 0 8.433673141957293 -8.869879776236184 50.062615294343395 -9.726292164145226 54.07783472905848 -22.120628105992253 3.2534011567442116 -20.783915880051204 -8.646783435678426 11.508392602780575 30.353707050217928 -9.056133674911733 -1.1720218044854516 -6.859690505105494
43 473 0 0 0 5.547708591765655 -9.512275961448287 49.59716141510451 -11.320650593938995 53.27853246242335 -16.661392608954635 -0.7478100588057828 -24.390608535685395 -2.623092380106481 13.24433412871825 31.042093880212562 -9.07657242099898 -4.287273934367508 -8.626928297202532
44 484 0 0 0 4.782661413187631 -12.323120431967729 43.50895157647224 -11.404165751460058 47.8148330856014 -10.037744824621635 1.5356575670282169 -24.139725983041163 -4.087012446952123 10.290074488978124 27.936542841057204 -8.208540889270227 -3.6234373595695164 -8.719515882069045
45 495 0 0 0 5.74143481088726 -12.948294970530565 51.09494985889395 -11.015409484573192 47.72795943782658 -8.78565737295061 4.083380312975914 -22.268508404685893 -3.350216690631399 5.78577684382788 30.181913115096652 -7.729568307082875 0.5053265745756592 -7.495885711821048
46 506 0 0 0 9.523426763541082 -13.308489629455757 40.750732529284896 -10.271482450248802 37.95053330545458 -5.226270161601352 -0.003932885383084006 -15.357864192479767 -4.3230450809175105 3.6135910789458996 28.13995963988996 -8.074207240260893 3.5532270174167313 -4.150927787022115
47 517 0 0 0 10.555179921634767 -12.792502957605535 38.006836676875366 -8.851332623793235 35.680463549260914 -6.703894514867641 -0.9369682845809083 -16.489105970544845 -4.905714516962142 1.5497581270442216 31.119152549818185 -7.326308812832247 -3.0668031522927026 -5.08648470211092
48 528 0 0 0 9.837469391629469 -12.098516204566858 39.158456531300786 -10.017536193085949 33.128472519011666 -5.528258735892372 -0.8884930376335575 -14.595549843908282 -6.093137282633742 0.7655485730579656 34.519589381877594 -6.689334721164862 -3.1823585924668114 -3.9954365718656146
49 539 0 0 0 10.684277534186702 -16.886341957811418 43.50181366994618 -8.84558875056677 34.22349703423177 -7.041234450345962 -3.153362853196329 -19.019188883929896 -11.094914238738454 5.469723500740804 38.1256698311548 -8.456627255507142 -5.483122292245337 -9.525064099767825
50 550 0 0 0 9.924263187542294 -15.77391535314613 46.16453389937395 -8.691046286002175 35.53199647055701 -7.071355344996311 -5.984643882708108 -18.984009461168775 -12.638488121247416 2.862620892694948 42.89220351575942 -8.889053499022838 -11.783924896755007 -9.267455658479742
51 561 0 0 0 8.326331814708087 -16.463845569966022 43.738425080291876 -5.592546989609909 30.417333535377956 -4.47328372150367 -4.509584275016927 -17.2205778631556 -11.321564291668443 1.6536334961285883 35.38444495090268 -6.539021779608398 -13.182920648217902 -10.30786131902874
52 572 0 0 0 5.940198563762379 -17.867217641544205 49.02226406359365 -8.345062393090085 29.359854784399268 -5.569993540764426 -2.3499230570487675 -13.122503066901334 -14.06257227640786 -0.9430396956711229 32.79602715635066 -4.042069419476895 -14.81521735561015 -11.588209643949902
53 583 0 0 0 8.095974425758374 -14.738738038321689 53.17300708209731 -7.21551736388514 29.48833391051585 -9.170190875599928 -0.2453886680467252 -13.287325073637067 -15.222137213832179 0.24956033853524495 31.827187560271287 -4.477855195422046 -20.33794763362154 -13.166913778602195
54 594 0 0 0 9.280534909451191 -14.329078130481808 51.255846730231745 -8.478440345146499 29.197827464726583 -7.577544128184204 1.6316940456814555 -6.021829333362869 -13.546891842636962 4.088397180602784 25.875626708302377 -7.0877202672435144 -17.55482640591001 -11.06704947734832
55 605 0 0 0 11.359020067491587 -12.699900759834918 53.994393839073595 -7.8962918947296075 27.224849744775078 -10.133724292204088 5.596822163195249 -7.317218331229576 -12.124347294610603 1.1686924959168854 28.18019442963997 -2.8482399563931873 -13.610670212046026 -11.701270045730938
56 616 0 0 0 12.771399068409927 -14.886093758434688 54.9408817816626 -6.609202589923198 30.911821655712483 -12.579901938890163 7.992455269855655 -11.476577285351254 -11.149931764824549 -1.3598800719498398 31.906666349245036 -4.634020811722568 -13.506109590662616 -14.96396884393883
57 627 0 0 0 11.756428699448692 -11.226612118730815 54.31054419062315 -7.413224175068744 26.22519250129676 -14.546315887435957 7.101848191427429 -14.221489607432764 -8.644650005782083 -1.5957091764402338 35.71821007565576 -5.766059636291119 -12.817120730147687 -14.547513817439457
58 638 0 0 0 11.033321985325824 -11.876627827352191 53.683383050153594 -11.474929291189795 20.623747279239353 -14.386334290220834 3.473086474002115 -12.47538705154963 -14.307294447960036 3.758607867638777 32.737747250027695 -7.6367654559520775 -15.651078500363795 -14.200140692953193
59 649 0 0 0 12.970811763914384 -10.215806867542488 53.527315758954835 -9.56811387227268 24.270791138475523 -18.812221431286044 11.653113804554945 -15.801163544759666 -15.602183165328265 6.276561532654354 31.654877605014388 -5.037712571495508 -13.424802320983002 -17.03175303906395
60 660 0 0 0 14.318561607159143 -16.190031499052864 51.55073658897969 -9.466275849386687 21.293519207399868 -17.064458914304858 11.4803377031848 -17.061150689742348 -19.348543650465675 0.9189030988381344 31.310458473392387 -4.20720266312079 -12.979780682971995 -17.14679137719026
61 671 0 0 0 15.063968769082951 -16.29934904833942 51.649152650958946 -8.836124439763188 16.516291105898553 -14.18886732669465 11.777869315211676 -14.525083159228288 -18.1473515643394 -1.8450156638182809 26.1849809414494 -2.561622773275463 -7.530900032754309 -13.527893907773546
62 682 0 0 0 16.74173408003533 -13.885161309942298 56.76103907798066 -10.1836825197491 13.193906132014002 -12.747617559337405 11.853715017485639 -13.4205558221352 -15.2534108146076 -2.9878310707101776 25.90567107219638 -2.3975498464304628 -11.301550309030022 -10.933221226732776
63 693 0 0 0 13.835379378882049 -10.469888937060944 58.091341191462796 -10.564172825223254 12.808159812827254 -12.042142923365924 12.070466646533173 -12.474811154332993 -18.078980974083073 -3.8473838862828322 25.587083621353802 -3.171550717073472 -15.35573168173644 -10.015315127634985
64 704 0 0 0 17.06062746872826 -14.06059408779702 58.167478821089496 -9.567921863986278 13.814846567188104 -9.202528732357717 12.478308230339339 -8.294922459301361 -20.510357962308152 -2.4218511243133065 23.439304361040197 -4.178495823685789 -14.887264102622785 -8.211466425449666
65 715 0 0 0 16.13291021672005 -11.519408637432694 51.28353778221513 -8.246062679207828 11.586971326604763 -5.41736664330941 9.521434739052783 -6.013623205236214 -17.890081400650164 -3.0533924378226347 15.833302206851231 -6.259599253935934 -10.956294394659697 -4.438368508720536
66 726 0 0 0 14.66806007163858 -13.700788562596669 54.80124799911214 -5.864168290280693 12.319619890780743 -4.5650163261556225 11.562867932133669 -6.003602048656245 -19.60576840621333 -0.6226568085013509 13.2363920624552 -4.711239762354694 -10.63822779474604 -5.162355240033736
67 737 0 0 0 17.212682799852473 -11.8985686926472 57.500098677048776 -11.203503933637549 14.482019646134786 -4.925991191857204 9.43445797862647 -2.4009272616817356 -22.7548288302206 -1.5157640194406097 14.185389118567716 -10.376231519700976 -12.319895270764755 -4.094013597090493
68 748 0 0 0 15.98053174368346 -8.528988785679942 52.528259060270734 -15.396478384534236 19.421766122522733 -6.589726988670616 10.166707244100675 -1.8450173933634277 -21.819917419235306 -1.9365575547789138 16.531072835099536 -9.756396599578343 -16.317139482264846 -6.2259437521064065
69 759 0 0 0 19.572588813230514 -9.405461230971701 56.969783053387154 -16.105769824901305 21.2823243555537 -8.141816822115189 13.800769119333076 -1.0939017468160346 -22.08890925294175 -5.13927589310296 14.571228869066116 -8.435543138026315 -18.28400894356518 -8.270735104661654
70 770 0 0 0 17.916011260180767 -9.573590102762347 52.277968209398935 -18.01957887522513 19.911909830733233 -11.535503026423374 7.240785255391665 -5.416202031065049 -21.06093128250366 -2.809686943325147 16.61119969918485 -7.0076892325396 -19.0223953083926 -8.95166764032296
71 781 0 0 0 21.17637676096493 -10.041732053550607 59.66211347086143 -21.497714102663117 27.48116943984035 -16.89269473995761 13.055436592291322 -4.9473755776021875 -20.128701187851313 -2.1314518424103515 19.866627523770106 -5.654022303186481 -17.797003334143536 -11.592435683924599
72 792 0 0 0 20.884698795862278 -11.34242393304627 60.60159333006638 -25.40256663054462 28.872912673345645 -12.0182787084832 7.971559709201579 -8.061295897273185 -18.704798710892355 0.6650183949232269 18.697480364172044 -6.685089251821301 -15.846198849076455 -11.80903157928069
73 803 0 0 0 21.584563049620847 -11.821530876258574 69.39390851118205 -26.33144861034036 32.953982606504795 -12.766559161920798 3.2013607480352633 -11.557875850878538 -15.722886457122458 2.1973800524531253 25.818148784475017 -9.120035713916646 -16.407029098453776 -14.379082170898917
74 814 0 0 0 24.501146218926323 -8.213601494061656 62.95358013699543 -26.53152248957275 24.2620530534988 -9.558865824099591 5.018995233164665 -5.597892556851297 -17.42915605380933 2.1021561035341083 20.47132745062238 -8.439434197921772 -15.529335843277268 -12.83425853938446
75 825 0 0 0 25.68802174756412 -9.726416243437837 68.61801183529523 -27.812679711579683 24.655834695084756 -10.197209445240128 4.520780123025776 -10.293693983319411 -19.130990844357136 2.257504534317434 22.117416404980936 -9.059628416369987 -16.848036039689962 -15.576055696913134
76 836 0 0 0 27.740831315016806 -8.10902004578813 69.0530336709941 -28.21528323248015 26.741352223730026 -7.240984712089345 4.8972650971404645 -8.838136492959432 -20.144477155497057 1.7739885708236456 23.67482548472826 -7.241402908869786 -19.407964842180284 -16.347801390152867
77 847 0 0 0 26.733991177906884 -9.28578874743288 69.50967239905297 -25.3306182675204 25.752471047605408 -6.770169890144125 4.287846118679025 -7.551263537579158 -16.55574621022505 -1.9456605673402387 23.6838743438934 -9.440994009684317 -19.684539519239404 -17.70380389607491
78 858 0 0 0 25.923104195835627 -12.230719701634754 66.1687729374977 -24.66596754635561 24.397470208698643 -4.526635630033509 6.180112711752071 -9.705454111652942 -14.251062112388427 2.4329160982953884 26.230255494804652 -7.712404166710023 -17.147756717065597 -21.312725796672435
79 869 0 0 0 27.131416901401106 -10.32003978482411 69.05364741725535 -20.86320040376807 18.423889234671858 -2.0532811055234763 6.8323821359581665 -10.641280115933698 -14.982837077155857 1.1826833995729658 26.64370909757568 -7.437048276483578 -17.4348804524885 -26.935021874735405
80 880 0 0 0 27.62896414517165 -11.657727354958078 71.73792393445312 -23.26485837803558 22.461515196608133 -6.1375057891836775 9.903236782364411 -13.431407185750679 -14.766886704788465 0.4094625323464779 26.737171750847725 -4.8934818568175364 -20.0851540073746 -25.8405843871365
81 891 0 0 0 28.2570942717643 -10.287902902215157 72.63950962616218 -24.125935179462584 20.82455941659768 -6.822287942096203 12.047158452841822 -17.29169384447113 -13.933886322182413 0.0145540368835958 26.081934790780814 -5.981239177891344 -23.20603389073606 -27.624101477924413
82 902 0 0 0 25.86211935679656 -12.206892438939246 67.62707038709041 -23.73371252867501 21.746513802658693 -8.39726750975181 9.926403000566973 -14.35221323921283 -10.903759604215328 -0.7139196131653491 29.079929184032462 -6.374372141060772 -18.047480126779288 -26.23818031008255
83 913 0 0 0 25.627848142694088 -10.642183078015583 63.243922576314866 -23.84433441544103 16.847182818497448 -7.0940419777372545 12.730020717827736 -12.955961431732998 -12.831915102963727 -4.256595972871521 27.868829517537762 -4.0671494969129345 -15.737397597279287 -25.806808248678323
84 924 0 0 0 26.04033029285699 -10.518192500256689 64.9466631202569 -23.456878408717778 13.201285416917461 -5.297512083183184 13.390720013358033 -15.052403955725328 -15.02280742875279 -2.3686085648397364 29.93936271835225 -2.2483760585902983 -20.705080170733904 -27.8030763384247
85 935 0 0 0 24.584624845244978 -11.208186888894927 66.7804033163783 -23.407302240373014 13.878175636726017 -7.68533528194209 11.625700857652628 -18.43770912216041 -13.366018165553518 0.5487812175762214 31.891631105880435 -2.458128577046479 -21.37355957684446 -29.96791588324726
86 946 0 0 0 20.84964334889055 -13.887685151049546 64.6739841300416 -22.688243539599956 13.838378888668451 -8.40642339397879 11.912311362043573 -18.662634946558065 -14.903627676194276 1.4553643526171365 32.154169865735916 -3.5508560587222715 -21.98241865761512 -28.48932620762404
87 957 0 0 0 22.17219154756773 -15.068718165131408 65.76542182956422 -21.04982913648076 11.020929537181717 -10.818273754357174 12.769563358474361 -19.06745086314576 -14.608928284850254 0.6069614986681373 35.32249269653162 -2.4891462524746504 -22.1883853289367 -28.180791488280693
88 968 0 0 0 19.084167621760535 -13.913566309045173 65.70130429205791 -20.313656281815856 9.921306950966441 -9.342210650432474 11.318206491352655 -21.097576671378746 -13.019390418544765 2.342743345733427 37.077482208537226 -3.148322173536731 -22.249887046635312 -27.7532346888759
89 979 0 0 0 17.660631195526268 -15.539672637059335 68.50850466163747 -20.954721223254456 14.695654972015031 -10.487324206913662 12.182525093956352 -21.652483592215955 -14.933509062195105 0.7361120796813174 36.90997185735512 -2.2424222973250383 -23.805377808168167 -27.188431922396692
90 990 0 0 0 19.047609450726586 -14.598729224871883 68.91769399780003 -20.294940208710077 11.085571496782363 -6.0649425229443095 13.580191072644592 -22.698578146280546 -13.833382133431979 1.4415075840230802 35.58989431889262 -4.417200286772475 -20.97132519525925 -28.230242444980963
91 1001 0 0 0 21.058969785837192 -14.071194133375842 66.28376873994259 -21.3930554587427 9.049915872931752 -6.556957291898304 12.463267359512601 -21.297607312540435 -14.850796791849838 1.0936234448559778 36.30616559376055 -4.490879728629602 -24.408232054742648 -27.215907823591554
92 1012 0 0 0 21.8316069451177 -16.217120651261453 66.47472772475741 -21.1213099801495 7.423018072807691 -6.294671118442396 12.90230555006437 -21.108330535965777 -14.652596650476408 0.7808694024263283 37.078845259593095 -4.041255877733215 -24.249256446971213 -28.856161267308554
93 1023 0 0 0 21.837721318819394 -19.28005026803446 64.95150234757041 -18.236524291531158 7.35791293177739 -5.193268742734959 13.055924443298666 -17.996860033581015 -14.347585743536918 0.23994627351180742 34.36437667496107 -3.8756908293265875 -25.41305084250631 -27.482786821808016
94 1034 0 0 0 22.45227177329297 -15.787905115956384 64.73090063760837 -18.092401435071412 2.6368156996266476 -4.408970371232474 13.301663645266352 -18.580914770384563 -16.734114708897255 -0.09912252498113994 32.15710251089448 -4.467809334658937 -26.481699749932616 -26.926408989419706
95 1045 0 0 0 20.364479795502103 -17.194136835257872 60.23260243351683 -17.029259952173298 1.5225757431856137 -2.4016069697129065 9.469263570613517 -19.392028017110366 -15.570799097397977 -1.077823124603698 33.183340897555425 -5.601814161340005 -25.02418167076553 -27.12428798963848
96 1056 0 0 0 16.88527800105892 -17.577386916221705 58.55601831202864 -15.974140973233258 -0.7381008516128267 -1.5724741267749878 7.629681983910331 -20.06069154532242 -14.420021283004118 0.5771438406320675 32.733438697737775 -6.161194813038251 -24.538031138283745 -27.084769232166273
97 1067 0 0 0 14.742461840410266 -17.768069343960057 59.33167980346523 -15.064443394729883 0.5637899596280318 -2.763742974058808 6.024207186452406 -21.01261707496101 -13.082641886810032 3.9344305795445633 34.264067964755036 -6.135903472387137 -24.7863868118309 -27.198241489844523
98 1078 0 0 0 14.09341422389481 -16.365152268410824 60.39934566719217 -14.086278700231901 2.537087091814784 -3.965041088475377 8.191133819526392 -20.197999482761848 -12.649570549894106 5.337246431226199 32.16143310602053 -4.710689008910671 -22.19178435782917 -27.912290140607382
99 1089 0 0 0 13.191184320665286 -17.51616008601331 60.32894218407002 -14.80089641285004 2.163406851936289 -2.9548219640062667 7.609936362697999 -19.472460986282893 -12.935238642453406 6.5377458951931535 30.17039363896507 -4.525122079137174 -23.238217091271952 -26.74846689336468
100 1100 0 0 0 9.82987890571594 -16.0815937326237 56.77720193192312 -14.275962413168443 -1.0251736675212078 -2.0079165919075925 6.5447496634942945 -17.848557464599295 -11.676540065272404 7.135495488712336 26.115550377429905 -4.14519972243226 -23.305953260153572 -26.576171356925375
101 1111 0 0 0 10.119511914235321 -15.922565031620879 56.5629507934361 -14.024847370462235 -0.9132094977468695 -0.9303886156783419 2.9872958041284106 -14.179445006750363 -13.71916257066885 8.626923492481126 23.015630588018507 -5.702951029770488 -24.28960327059606 -27.087378082002544
102 1122 0 0 0 8.386355867167328 -14.278804693514841 55.847691977451284 -12.77509606909107 -3.1687426997777877 2.313419511966206 1.2406120309786557 -10.148874547409779 -14.463983416046307 7.484718711999472 19.540454385206388 -5.623447345430499 -27.394889067426895 -27.794279625483608
103 1133 0 0 0 13.07180925156173 -15.034251209663669 56.72184017443575 -14.326898397477747 -1.686724087899255 1.9272030779569835 1.2777940922720492 -8.950954949992354 -16.344287376283788 9.84467752354839 17.665067312156967 -4.874479510841521 -27.897960571961818 -26.935570531161684
