% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=486407, Mon Dec 13 00:55:41 2021, <python>{}</python>
1 11 0.18391167062950828 0 0 0.18691003496543368 0.1801175569792881 0.18356283852312477 0.1834011706487031 0.18272121878943748 0.18230268609210326 0.18074178702056018 0.18624658812426675 0.18302313891221358 0.18213657976842018 0.18328057895551805 0.18197720913731086 0.18224148275727844 0.18337122117713003
2 22 0.19043565468925422 0 0 0.19794398687152134 0.1840047251240673 0.19084608158385238 0.19424622596510482 0.19022686044089296 0.1863035624417136 0.1881091874081093 0.18988578866779454 0.1928015908635353 0.1883789338448348 0.19003316286382962 0.1876413013837773 0.1922767826373223 0.19067448506201629
3 33 0.2114520591790736 0 0 0.2274074184180563 0.20566444569045625 0.21399459481829036 0.2175283591938925 0.21354707388512273 0.20597014912615744 0.20688013838162583 0.21363989534110991 0.21230456180124485 0.20986747731333597 0.20633529808510293 0.20844532703285823 0.2098784679743044 0.21278861571610824
4 44 0.23654837034254736 0 0 0.25716765255122703 0.22933464180661361 0.2391046897869395 0.2430580262002835 0.23744598079236773 0.22884250258247688 0.23336380323273315 0.23612787571019284 0.23893093110062638 0.23848318961217396 0.2279775802234238 0.23018027924084591 0.23468006119987062 0.23813638592340605
5 55 0.2707768481562987 0 0 0.29433859937431966 0.26070440947573686 0.2719459965301221 0.28069937206854956 0.2705576495560023 0.2642534864446649 0.2619222089851024 0.2685086723859954 0.2696490538036199 0.27753658095059036 0.2588489342340446 0.2627162928921878 0.2692603797833554 0.27710532137021626
6 66 0.32631999145883034 0 0 0.36083215971877164 0.3142291308590594 0.3260000872293168 0.34770314354328946 0.32688206353919813 0.31254361656108565 0.31660765921605566 0.3244593540729249 0.3207817429233164 0.3341130215288367 0.3075483350098787 0.3151096811123656 0.32249974840893364 0.3312974039576085
7 77 0.3845868301575428 0 0 0.42091957209465775 0.37346086846947607 0.3856162608148951 0.4090285188608659 0.3890445721808129 0.3632719817170621 0.3683643680485593 0.38095166504025674 0.3790664515386613 0.39287849535413316 0.3629408472107798 0.37421000180948777 0.3762520951961351 0.3914956834553587
8 88 0.45145440560398353 0 0 0.4830222881134302 0.4401408761006426 0.4500909700003741 0.4798423570606855 0.45772890945564065 0.4222715482091692 0.431618230744684 0.445463301389365 0.44802108371264276 0.46287336044571187 0.42512602139426864 0.4403014452834647 0.44213516785210566 0.45481553097907085
9 99 0.5167661186085364 0 0 0.549889655774528 0.5089727473283313 0.5098540778243593 0.5362056289809812 0.5228965328694027 0.4815417372778452 0.49405383173748785 0.509827206708623 0.5059425557178057 0.531780749639129 0.49617504834174075 0.4957235856974234 0.5075829083277036 0.5242932895157102
10 110 0.5783579028999997 0 0 0.61557412607017 0.5706062258005699 0.5667681297994035 0.5894358019339956 0.5853726805455358 0.5388970069698369 0.5551504075465074 0.5674228190154605 0.5656487089382468 0.5966032277175052 0.5478363866174942 0.5511757243287471 0.5630631460082476 0.5776890193329973
