% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=542054, Mon Mar 28 14:03:40 2022
1 11 0.17946383466864724 1.0000464296492513 1.0 1.0 1.000003571434949 1.0000071428826531 1.0000107143431125 1.000014285816327 1.0000178573022969 1.000021428801022 1.0000250003125026 1.0000285718367385 1.00003214337373 1.0000357149234769 1.0000392864859795 1.0000428580612375 1.0000464296492513
2 22 0.17901984718644093 1.0414987874261874 0.9267613970910866 0.9267613970910866 0.9591253254783664 0.9805149204729647 0.9880434197435985 0.9938224714612139 1.0000163174101953 1.0000226718844358 1.0000280340769538 1.0000296107512523 1.000773839699617 1.0053854558761999 1.0073522907854346 1.0117634290039133 1.0414987874261874
3 33 0.17678253814793665 1.1030646190432019 0.9137279494368656 0.9137279494368656 0.950961049554637 0.9562572149601147 0.963961689586552 0.9772632686298175 0.9911497401991479 0.9925818629922641 0.9972428702184865 1.0032587907153232 1.0059033994007502 1.0092671734793734 1.0128667427369993 1.0336911525903807 1.1030646190432019
4 44 0.19109773409528624 1.127600595330968 0.8994795446552492 0.8994795446552492 0.9321320599627299 0.9513676460277584 0.9575927683619485 0.9714933332737674 0.9725971261103079 0.9838029069070902 0.992578443240937 0.9983738843998405 1.0140334266868032 1.0166182180899122 1.0238497298657236 1.0422403135251934 1.127600595330968
6 66 0.2205640884865383 1.3212083192615347 0.870924991168927 0.870924991168927 0.9070112861128546 0.9253070224479938 0.9418362693004462 0.9577445217392181 0.9612554538743935 0.9747865081125231 0.9840309095345732 0.9920742765376571 1.003729082818619 1.0103448749999295 1.0391605582028747 1.0522463719099304 1.3212083192615347
7 77 0.24647702350388578 1.4180565199953976 0.8352938967963661 0.8352938967963661 0.8996422432860929 0.9143798709030401 0.9423689166543117 0.9467389515817775 0.9558205020638085 0.9659844465131175 0.9807670008594083 0.9853407561923871 1.0041007319320898 1.0112974882398365 1.0420374830439105 1.0448272807547947 1.4180565199953976
8 88 0.2723467084728253 1.4432460972927188 0.8408598565279148 0.8408598565279148 0.8750757434312605 0.9098351820686006 0.9277931640443421 0.9489827217397264 0.9495759718758362 0.9687629392843188 0.9785216969622484 0.9854543858750178 1.0029970312231613 1.010713872373875 1.0429135555016762 1.063130376586368 1.4432460972927188
9 99 0.2941055034847577 1.5007720483255396 0.8213773010716983 0.8213773010716983 0.8703972107571848 0.8811297927218174 0.922414769314129 0.9340653070746207 0.9503602071092989 0.9715532951752548 0.9808169854419496 0.9964316071912162 1.0035069437118327 1.019020811215029 1.0443279216576247 1.064931987388747 1.5007720483255396
10 110 0.3343655180498056 1.5280457119584592 0.8174036639034352 0.8174036639034352 0.8741389958333986 0.8812214650616413 0.9124768019786735 0.9364144626580927 0.941339401729886 0.9628187307652879 0.9733889156862576 0.9951332763223166 1.0093720742073413 1.0173159818326976 1.0426657456049526 1.0678884000173867 1.5280457119584592
11 121 0.3761663415678163 1.5639039117604223 0.8047365885516358 0.8047365885516358 0.8721436516187553 0.8787515479325984 0.9114425738202564 0.9217465075354054 0.9402920581319046 0.9510453651933004 0.9687158869389996 0.9934583510556696 1.000277423460743 1.0079168218607897 1.0570554748730456 1.0910530323122831 1.5639039117604223
